Id,Pawpularity
fbe58f20b17d82e8cce6bec21aa9134b,31
28dd9734e29580aaf5f56c4a612ef98e,21
d2051a2210ceb8e778ac4ca3fa7caae1,26
2936b58f0ceae6d1960cb1fae95bb108,38
96a1551862de7987c6f2375327e2e2db,34
64b83b74e87c084c8fc3e31a29703f52,32
f0f40c8c6ecae08f2ce3e27d13525241,30
35bb79a3bda2ef78d0c3e36dae526868,100
ab57d93616f0476acb48de353bfea440,100
8dfa68b9ba98e3a4f8e1d2316a665d92,64
81c60841a0283c64af2aebf1de982514,32
67e97de8ec7ddcda59a58b027263cdcc,64
882468a83b25741a8d6bda21a61ab287,37
ac4c6509b5bff552a7a7e406cf30d866,36
f9534a98d025a7f76bc510c00233349e,100
ab5560cfd5806935d24aacb28d899171,35
d5ecc07ba6eecc0f1885c21fff21ac68,46
30e50fc899c217f4bcd85c668c9bb517,32
d5c9c2cfc92da0777b36477a6b9d71c3,52
9060dc2305e258c7a74075d43119d34b,18
880822d3bcb7145eb395b59dc2e22781,47
a0e674b2b6ac44762afa0319fe093d59,58
34dcf0fa0ddc19e0f1e855ed7ef5c634,62
dc02a10e6f83daa20f2c61322fd1b8a7,66
ebd36e5aeb11f99d40d74df0f8cc0027,88
6212b8438ce36353ce10f9ea0b4ab0e8,26
1cdc58b18edf2dee63639ef087eb73d4,81
8275922a4f5104a4d78d163e8b84634e,32
cb6b00ace4941f7328a58e21738e048d,40
f37cc5e5dfe5cdd85db6ce8611b26ff4,72
c099737ac1fb280fee45e0c138caa8fd,100
21e695a1cee0fa5a41897a0bc4cc617c,31
28e23a217253a995c3b65c5369dc3b9b,32
cde959f8d96e464346155b0f6a54b7a9,49
bb92c1937c389de049d7e626d2fee624,48
feac03476ba5f9bfddd66cea597f6a52,35
f35cd61df35c10d103128cedd629395d,25
6e8f463431409a0dfbf60663c53cce72,8
7e0560ab8a783e601f9218df38a760a4,20
efc746ea9c8e390ef1260df8e1a5ae93,33
c329c64fb8b1e4fcfaaa9f081443d247,52
73ae37656baaeae5fe4bc697a354ef53,30
27c6401ab71aafc879804b6c4f039162,42
b19a4dbba4906138f2d76d5210ccc2cf,41
bf6653ae2050128bcd47130e35987cb2,41
b216984e588ccfd786e073dee8a1fac2,3
937f02d61080dc425cd5532ede67d4ea,25
dcc00993476e6774d3bdc729610c16b2,33
d722a25c7c78230bc132929350437d9a,36
22a6ed6aff3641b4b0d453a5f2843324,24
012518ff91b2484618693a277c0b07d5,34
8442cd5657e69826cbf0abd9191bbd21,59
12ff78e40792ca932296274ff947ae4f,28
d042a84e62e2ab515aefa6f2e45d4947,20
3cd94836b3871444d0e301f8fa65ccec,20
8b060b8b3ba0a87c04056ee4453ab332,31
75273eb40ee020d344afd1030c289fa5,28
46ef5743e7a319a474304c5980b5d595,25
dde87fdbc6900e3f967ecb2d3964ff4c,17
dd6c090d7c5f30839656ad5e1980ffa7,24
d5c0c55411bf777e90a447941c1135a2,25
db05687978ef0ad19887a2a623335035,24
403ce9683f29501d5de771df79a0ef6a,33
e9ab575c63252ccf69f9d1a4d9d3276d,25
4f086f1e33fa887320e17944095609b7,31
517df067102468af6197827bc1449f1a,33
e922610900ffe3bb0702199f936092ff,33
3b6b5bb0492cb7b8b52f1f6b7f20b845,23
75503d74a990a8c6b54d161858f7f9b9,26
c5414b9ba364c9ed4f99e344a69e9d16,27
f6816e5bfc6a0f6fc0c7c44a9ea7c82a,26
c395a858529730d4763965b7bfc057b3,26
1136e0566d4cfb5a22cc16ddc5a4db3c,16
39fee212960e493d8368f193db5062eb,27
72561ce1373b2956ea571af24b9393cd,19
d7af6baf97ec13ccc275f01dc8927fd3,27
f5d007e9e1f76a4ae9335732bcbb99e0,32
7c8407e16da429e09750b32bcab54e7f,28
1185b3692a36eca5b5ba6f36abfe5af8,38
46c8e9e57a098465dc9e349b794d844d,32
c8968ec42af5e801d3314b0a049fbb72,14
cff786473e03b8f1f9a7bc5d33710a4c,59
327774838cc293d3f36d5607ca0139e8,27
2edb1d892b628298fb2798d54f59d038,34
d5055d6dc29fc876ce40278538ff7517,44
f6df80db7cdb6e1901379311f0de2511,68
58d85cfa3304c8ec23c91f0a5571f184,89
8ee5841c140b97a1109a5ba10c056a84,23
a6da5c9ac149de21fb02ac09d2358284,92
a4ecc2a2f3f571fc84ae7c61e1024dc7,26
67b2ae53cf7ccfb8a50fa86e2337da65,64
9dd45b01329c1f9caf419cd969c30c6e,32
78624bfd0298c5a5eae43349ec6d168c,39
0adbd3eeacf2e8318dc0313a5738543f,29
0fe8e286648ac6cfde1c1aca97831e19,29
4e87f14aeb951b685000ff8b9d25d9b3,25
83fb8ba7f44ff0512ed39fbae3a270e0,72
24c31962708293f176b0839c11aa95cd,45
e2fdc67453a15e5254cde6f3e1776d33,60
c7cbbd4ddf1afc69e201750d349dac7e,18
9f5bf00df6c8df847af365f46c0be0f5,35
3a66d46585bdfb277e7b41ba9fe07c97,18
fbae7ea32940b185c0a0c919105681a6,53
247925904098fd871726e4805490f060,41
6cd3d0a5bb558a1a59f7fad688c9df84,98
0fa4a095348cbe9c183f9d5a7d61b34b,31
78fc5fe902adf38030eb21061b5d2c27,27
76086f4b38e57d9f15b642ec21ef0295,36
bf97378ae679b901da31dbb20555a108,27
9aaa8fbce8690cbb1d4b489881f70502,36
06c0618b3162412231114d00ac612216,21
e0512165817da047e3898cb86a95654c,13
330302dc3560e8989d2cfc0609b3a327,12
b38ef698544db280b2180895fe7e1d09,100
bfc85a3cd1d01e91eb4123720a20db11,7
0572a9081b88001e50f87ba2a3f0e2ba,33
0cd6b03b76b5e5fbed612667f457f8cf,29
bb7ffcad10be7acdec24ca269c1074af,82
59351752da40a561928e899dad257fdc,86
0c282c8a762452f9110e1f88c1ed01a6,3
faa9273e29078b00b4cc84d41750a3c0,25
e2a55bde1aacefab52448c65ab61774e,78
a56639d6265f75feaaccdfcbade13d95,75
2bc50ccccfc56feb847a28381ec77b48,79
b5450c0ee3436529bcefc60efc7bc26a,23
9282fa3e53d7b9dd69d9e66a9263abcc,43
cf8e3efbdf4efe64d3efd4ed1647c46a,17
9266ee1d2fcb0c0a1f0355cf9e599e34,30
939a4303e3a0bf7a88a2c23b9bfddcf8,25
493a837f7f1f1ae46726e7943a0c20fe,69
15ceafc4aaea1b8cd4e427817e3062fc,34
362c33167c177993fcdf9051c0ec3f7b,46
17e799a0f9cd2ea01e5691e8f3bcb127,29
6e68570b37d05e1ee493dee059a5d3da,15
2531d4bd052f3f6a415547c803b4b653,52
20f312ce199c281310cce38577d644eb,59
4e20dfd709128ea664568a439b12574f,22
e481763623a808b2c8a059f4dcf2a37a,53
84dfa6b838ccb101298bd68bb42e7c86,28
a52725361362ca08b74a0d58d53f2d9a,48
33aeda930a4aa1525940a758aee6122a,100
5ab43130f4fc2579e686d06920e5b938,35
19bd10a81c551ae50aa6c3052b5f92b2,30
593a7230f0500acf3e024ef9e937f355,44
5aff77dfa9c0bf538abdf1e294461c4b,34
fc837687bb4646b5fe1c9ce3b5e5e52b,19
7d0db98439c2130b75986fdec4c6e9cb,32
3702ff392ed14ae96cdddfa000878eba,53
6b1031d24457b1a575c99d0bd516ba28,37
34ec84208f8606f5651e84ff1a71990f,68
475621d66f799f75740eea5858a5cd13,19
06453783081e3e7db3b8ddd73ff78d58,32
483246ad27ee1c352cb8c855a4434d96,65
fd5a5ed3249a4a8682f0e5e443f21864,46
92cb824c47cb2f260f1fa7d370ca4c55,54
5590c3337c2f9c36a4abadd62699632b,27
d70ccef60a3dc5824c8d8f2f2f22186f,40
05a29b13c5a73d51e882c759916c74d6,10
89c6d3bb72f478a8df010d8abfece3bb,33
4524f3bc8799e78637dc9d52540575d1,29
9a77ba05fdf826c4fa58b2233057f350,36
b4539c5306bd10ce71c75b17d2cf3da0,32
5b71654dde0180aecb35dfca9cafd2a3,2
2bf45044c9a70b3724c98a1fab3e790f,33
6d7c5a39ab9c5466e997596373be5bd7,39
090b50b814f76b9bd46357566922b329,22
efe5d3f0b518a77d5a096d1c0f535438,65
62adef5d0af9130a404f716e8231677e,34
d57157a26ac09cb28dcb0bb7dde71ae1,67
ebb61358e2aca506d2403c1b1cfde586,21
1fa08224ae7d78f465eb3ffed36707fc,27
52e5f10d439ac32d60b2db2ae8816d80,19
6c76b4efcb6316c58735f073de93ddce,62
7d1c4750aae2721a847c3f927074e132,26
68975dacf1d6e1074a71d5cbb2f829c8,38
36a4110228c6a945f0b94661a9c6de8f,41
4388dabf50790924baa7fec88b192b02,49
d28f445fb4bc0716cf1ef8ea6333912d,29
5c5ef6c253819e76472d21c4de95c361,42
1a0bcdd10011aebf537c13104b042d50,41
4c32ba22c004167a97f21fdc9bdde79c,28
a93120aad3dfc1ef1aa9e4beab95003b,100
e55ce2b5cc46004618317d6804f3b8c5,29
3159fd3be27d486aaecd20e9d28921f1,44
0979e72bf999a368b7e71f855e07ce8e,27
860aef364b0ec35971219650f1f384b5,18
68fe9f2af1c3c6e86e218a787a618815,27
317d3d7707bb1c8aba79e57763bab11c,5
aebb1296ec18c9ed136f85c208b1daa4,32
bd81e404df19571bc28db38867846753,30
0ecae00a90f91845540267ebb6d69d5b,100
2891b3ea149d34ad0de99397a3576243,46
8b6d48392ba8f4f8cd0100a90d0a4b63,43
38076c95ea31021338195c2151aa309d,35
c65a20236d69d490fea15a08d748c078,32
6304ca670a5f2584be33ad00dd67f61a,21
392a53c53868a8d9314efa8dc06b9a3b,57
1c97e8c78a48262ba7f66f1b63240b97,34
fe04b9ace6e737c31799815c927f3507,54
f36b7a7fa872700e1994d08dcf4c84a1,30
a851b813b112d7375d1e0e0da532313f,32
bce09001893018dd48c19a0fd6a5b065,24
14c6725fb7ca7a16ef64a3da47ab0f65,100
7487a5b5fa5f9a1d9ac2c9521c7dfaa0,39
3a6eed066e37f7a12ec510815cabf021,35
8c5d19612ec14dadfac31ed3dc51e069,18
02205556525c9c12b34d9a00259519cb,23
21e7a6a627176a04c2718c96d5806b2e,32
e7b59d3239150739fc1d7ead4b9febd3,41
2928ca5e628ed3cd696d0905e31ed0a0,40
14e8fc593665bb46f918421461b64c74,30
601f2802fd6a3c561c4e17a440750d0d,37
b121d90dac024531499e7f18df9081e7,49
6fee2bcf70d2f458719e337ec5e0d087,13
8f97d3fc55f103df54b5bb17d1727899,42
dbcadb2bda61892fface45069ecd2c8e,29
29f8f601fa6690b429f65aa6238ca18e,7
cfc706acbf7f3cc1f1a2e664bca147a6,83
3e1ce0b7a7aff8849d248e8ce5ca8707,20
49eebb8ad416c48cccc5d9347234a98a,66
a72a4b44b92ef3cb374287600be7ba55,60
b4d8d5eb8d073dc3416fd7c21d0c3a6d,54
eb3fc938210cc3b3c0758b1e4758ce8f,26
d14c388cd67c0f61f0e0184d5ede7a80,27
7e8763e28a01c059b7a8d119c5ae0dc0,20
59d3ba1c4def3970b5a957f88e53d75b,33
13041e16c43dff3eb35b2443b42cfc5a,32
d12ce713fd844e2585554f3da45ad63d,22
f50c8d4ff50e6ced1d4950ff80d24d01,28
41cc5b17bd43433963da43d1fcc81b18,25
d6bf1c194e3d459f2569f250fc1d5db4,72
862ee56abf610a67cc8c439510bec9cc,32
f21e8a97215beafe2874df4b0e228f5a,8
67b5e00cf331f3c9bb8200013a11cf81,42
e652b098452676a3c4aad6d6a990a3f1,22
1d273ee552b8ea1350701499629085aa,67
df0b39ed3761224d4bda2554527cdbdc,27
394ccce86849adab6282606d176cf192,27
37b128f91b765b94c3bdf13f3f1d3177,43
c269fd0c1ec2f568aec9429177bb173b,49
a2bdcbcedc8a0f674c223d8209a02b33,44
93af2c5b6f28700b1e8fb2c2285b7794,25
ceff850f19fa76da188acff182dee0f2,43
2833df8ccfdfd1eeadadcdb7701511c4,54
04d63711465c5f95e31720af422e326f,16
b53ec8667c162cedebab9061837c7fbe,40
35e4dd01f41231c03e254051d9f79cec,100
726f589971edff773dd3dfd9303d4aa3,35
b3a6c73c8d88e6685425afbff2fd3ba3,16
a0ec397c0fb1882149b05acd25507897,31
ae9f0054f3fe0f188ec0b35ffce48e21,29
436203db73ae19e188c0bc4ad5e0f9d0,22
2e8ec041bb9bbbd31f65f96f9b3c5e50,34
81583933c4f5e42e014897d7ea433b79,100
4df6462f63c3a99f375e2bb7bd51aa3a,33
e9f00f612ede12b4cbb9184f70f96c73,50
df4f53928dcaedd0a07fabaa90c3c757,34
931d6f1e600dd676376e38e812e3e851,4
9bafd3e42b378206559029f8270259f1,28
151471a971cb149a3779b8abeb667368,22
acaee5647023be180d1a13fcbe6fa06e,33
5dc661f2587c5fe81656df3be45d59f9,100
67c087554562b9aa459bf083f6f83214,47
946d5e210984a00f9284d0a9a34d7e28,57
e18d6f1ef19d5a70e159d11789802e58,34
019211a7207432cc8229f19979b9df5d,17
4a1cfb96220f67ffca330ff41dba678f,42
7b4f8a8d9ad9920e5143d0e4c71aaa87,39
5cf5d48f1c8ae2f8767527f98e445c3e,42
0995a828c2c9d795ee3a594755ca653d,88
6189f7acb20a7895203bc6ca53414447,69
82b079948ec15982a62e8727a8e516e5,27
78f6e357abe29c4d67b3bf6cbe625367,44
5b3ad9dd26676852ccf36a9a50b25926,40
aacd6400a3b01506bcc1d20b9c5925ce,3
9237ef2b53ec95421473d397ad5a8d17,45
66b8f078759749700481d44626cba641,30
cc832cdf684ee5e3bb6ed747c494de65,16
665d0944f1c4d2ff4dd008290a3cb8a6,38
0c9e65fb28de3e3223518a7f033ec34e,38
c997d6985821642eaac3120949ac4e47,10
c468f419bec726dd52f46755c3dab666,40
3e49e03d5e33e634a4eb798696d51577,98
6df1bb69803d7608ebaa074daba2792b,33
15f8ad6ac50507ebea1d3941628c1725,35
5da97b511389a1b62ef7a55b0a19a532,42
dfc1f9b3775c46c6fcb9e52b802ba147,34
de6b22b19c1fd5f9674ceec2e75494e5,31
82a786d5cc302343413923fcdcbc1317,11
fe61c135cd07dbacec1499d696e6cf3a,28
cd50013762287d0237173e34fb308fe6,27
ef70d4bab182d9671afd1eba5a8b5b91,45
f29f5e6cba2e528a795d32fae0b9cea0,50
850ca18dfc54464d4b1275131e527896,62
9fe56d8901d0aac7e0cbe668c16feb23,26
1b53887ca5cc86d0e15b21fbae04c4a8,25
972fe89216702f65d554f8701c184f08,65
ab17c4f46c4b9d89f2ac8a9cd4e1218e,61
6c4f40b027b43d60d1db1522adba8178,20
cc867dc24fde59240f16929193b8d8d0,48
d57cbce8f60908839115b5998b79be7e,35
5c9938cd6e56c670606b16e7418ac9e5,58
b2236d9326f1d957abd3683217d12795,28
de6bb53dcdf4b838893d58915a31bcb3,26
c4491f605265cbc524e8f8855bbe89f7,28
01bc69de38798826e0164058e775201a,50
da26e2dcc64f7a8a17c5dcd7098d397e,38
6da83f4f22dcbdae2fcf7d3dab81263b,26
a9d798caf7c9098c2db672265512f126,57
6dfb5b910adb5929cac883cfaf7636a5,57
1c41962b9ea1ba81749371e6542d4bb4,71
f44a7cedce52147fdaf3baa53384c6e5,28
c1a7c8d4e4baa1c15869920cdf69c837,25
6620755d7add172d67214cc6f75caa8c,18
773279d78aa336fce6975ad9787b06fc,40
03683727667e2c32eef824efd54bf21d,21
34525157157de72161c447829ce73850,27
fce5c86414b1c60b7af20ddbb8510d83,94
9f2df1b328bd650c0e3336e89af5e6ac,39
3484f4556361a98f13cdbf21a971d27e,40
c72677b7eade0d7bba7ec84963053303,25
de81d52ecf7292c6704e07c97f0dacfd,11
58eaacb177355d472aa0a2ee03c8b61c,12
1f7c17a3f5d8cec6bc0cd28daafd2e9b,6
a0693713c816848a70a3ec11a84201b4,22
c5f024d370ab279348696d8954f07c9b,39
e90843809be922a619051b92e51f3c0b,26
475c2ac1aa6eb3e280808d4e56a91e7d,28
51e685b9c705fc77ed443f3ea11b0386,22
707adfa02bdaa55e10857fa684c840b9,24
6241f369b5f303ff6c0e7834f6d01c04,46
b52950b82dfc36a597f9f0d02b8787ad,44
04e982d21834981fea72716f2ca6fd56,15
29e8d70d0986edeb0a137a0dca5e438c,25
ee153bdd10cd6be3196deb90c8a16a0e,81
bd802c6bbf5a628dc4d944e29a86b27f,39
233b6817bade6a6026221198bcb34852,25
2bc325a2708e56decd9d770b0c13e874,56
82e51d0ead705357f211e589a1efecbe,59
5c189a6f523919cc6f5b2ba3c3c052f5,34
3a49b4205d07399f54ffbccd045218c5,59
0255e40c9fae62a35c1943c4463ca6ad,31
bb2f5ce751579762b57c069abb6736e6,32
df43a1b692d5d0b8410c18694b8322ac,24
0ab198c93bd80ef8e4f33494e3aaf624,35
b7b1422804d3d75ef1b8ef8287156253,67
869c96be012c1d93d3ecb7e8a6b691c2,48
ad06c49a1636d45948ee6aa19cf3c15e,32
a5e4f85d0e2ae3a78195ba3ae9780673,24
3f4020614e47047260b22d4bdc6980fe,39
44ff87fbe19630459c9a334192c1c498,28
38dbb98732bf587bc92288b5b56a5bc1,57
1a42ffe6c96b5df74c39d72a46a77df7,26
f82e6d3fdb1fd537a3b44d3c4a20ff9b,40
24943329cc8e99976519c4918d4e8a59,30
3e9351a75c3c7b6af52b085dfa5011b2,20
5e1a107f1f714592cd96d3e1329cab27,38
e8d7c28145cfbdd2349acd8f2a28949f,23
20ebe45894e740a627da088335f9ddea,64
7c041fd9ed4c83ac88a3e9e0487a02ec,47
803bb1db4f00079a0be91f3319de78f9,20
32f7f313e386e95dad34ffed898fe43c,57
1b0797f4bd3e8f980d6bc5c887d9dadd,18
e514a7033fe3fb2e8d3ecbad765a41f6,23
b0c707d3fcf4bcd08842aa79176c62fd,38
c80595ceef85956f4870f87c4c5c7bc8,29
72c9baf6307a8f1a94783197510814d3,63
269737d50c340989b896cf63724068cf,25
dbfbc85518eca37f369f535da786f01b,28
6a3ca90a2f088de791dfc83ccf1731e2,54
6d64599f680b89231ff935a4e3a094d1,28
d2273d34671eb47fb0f8600d60554bd1,34
7c2f4251a8e1b1e626f6fed0eee85fbb,71
118944b5c53e39dc7db010200a7458e1,35
5ce3f64da02414bc89acb42a189af771,43
bd383cf3bb716b943e40a520026dcdf0,57
d616e6764019dc8f0342e1d93807f7d4,49
02ce34db83f5c87bc7a31de6146f15b1,31
184b2d8df7b8cfb5b232cb8d8e1fe365,33
6ee6d90bb62b8b34c67c12d231147917,26
6f9953e3fca147aed6c1427330ed6a2a,43
a4336f2758e21425ec6c8bb0f242bb09,43
fa17e7cf98963e8bbd1020fcf648cf3b,45
e353c549d37389f8ac068654d05b9bc2,21
e3ff472af640ef14136dcad61852db36,14
98e52d2ed0d160540c198d1a734f5568,48
cdfb5b19aa414dc7c05d0a2c19c7af4a,20
7daf79a78d7de57ea8355f0a81728e37,19
5df928c468bdddc0c5964238309a3dc0,22
63f5866db020e61791757154e32cb6be,50
7a0e6749781a1f273dc668bee8f48224,63
672f95a4d7b1cb280ae1be1078af69ca,38
fa61c62533716629b7c19ea3058e42a9,33
31cbaf625ce01294968b58de15bb7453,42
e7cca45bbdb4625b8b1641620c315b09,50
3b61d75bd66a1ad2cb8aaf3cdd740fba,31
71c43ce344ddb41341c7f4d1f34dd5b8,36
a6de01c1257d1da5c0312b20f2d3c82b,29
5e86f065e0fc5283ee808e86cee9b5ab,26
70169624b1986f6e7ecf048ba96fc1ba,49
996827373fa5bc2573f5434028ddb102,39
6eb856c8cf987fa0c62c5b1d7c42882f,34
0e1be855092749f1fd998f3902420d81,33
1fec169934876adaa0f6f95b56540361,41
13c059cff2ad4de955ee0f8146d577db,77
f4c8767fde1cc7de08cc841ba165d0d3,31
eb09ab37ddc94f0ea7af5f1b9c935941,35
ceaf40ac5c2bf2a06df80e3d0dca47b8,26
2f51ad264dfd75af6374c19dc394eb0a,46
d87c9622db856a8d92d702e103f28728,97
bb0ce400874dd2fde77c2105788a8893,30
572d54d32a8467ff6a27c8274f200d0b,100
703575314c23b299e45b5fc4f3fcd357,76
334aede77cf1b34281a103abcb569b23,52
5d11374d83e264a43f5cac8f84e36203,42
b73e647333c79b4921eb495888e5073a,50
8649e46b545da01cdb2200f7e2e24620,19
ac7265b50f421ea91b75151c94ee7dcb,63
45d9e7301b9880bd2633418bcca03e20,46
3fb58e88b3bfd9c0693cd073e9a56125,28
7f4bf4f299a2cc610f7650dbad3189fe,42
649f0b3b4a435bf2114032ab6b14058f,39
76420f02afab76d2a6eab95efc816347,29
23e4004c97255f97b90333da0871f4e1,45
62dcfb35a332d136320e2c9343aae464,44
b491da49e41cfe9db8bda6a74ea25ce2,19
51b8e8866fcc9448ee80cb77fd4e4919,28
1ab95d06b8b13dca3500397c40beae7a,54
b7f7c4f10f74ae94fca613528b808a5b,32
faa96f1229079881df2f1817eb184957,30
06f5a4df7ce8c3090f63e8591b524152,80
b82f48e2e9000673b8d002539818827d,26
dd50005c39e7a48702bf9d8cff8768cb,39
c648a5acaa3517c27c5fbfa724158024,28
8f96aa4d6e029a3c1e8adc6918c1607a,100
35e934589448cfef6a340dd70cfeb533,25
ccca57056c61b7a40538a208fc8ac7aa,64
0d465885d4247ba668014ca3bc7f2768,52
9e5b33cde158f232237f9378b0c7499a,43
e24ad5f818bad0ccb7e1a656c2f79aaf,26
2269fb644034eeda0439026cbfc55f24,47
8ecb6407e199d7371abc1cb983441a3b,29
